rownames,u133,exon
ENSG00000053371,0.645207349944787,0.8429745588965849
ENSG00000170382,0.3193438508754257,0.017637161626228588
ENSG00000260095,0.8125784432947868,0.08297329259419338
ENSG00000233410,0.9851274420019808,0.08148934337912365
ENSG00000099985,0.9671633072604136,0.05298700605145565
ENSG00000125944,0.003283424336846952,4.96381142478089e-06
ENSG00000176454,1.4915287944177925e-06,6.1813108785997335e-06
ENSG00000182179,3.7922429722197186e-06,1.0884441075484877e-10
ENSG00000056736,0.39052249864799593,0.009517264532444948
ENSG00000138785,0.16867742381638315,0.4762942470409034
ENSG00000085741,0.8192347407314989,0.01811556550748519
ENSG00000214541,0.92810753267212,0.0029294026024373515
ENSG00000257671,0.04835073131061027,0.12704907815606828
ENSG00000168619,0.20191167889308326,0.045267840161815884
ENSG00000245954,0.9370581353608913,0.05242397348649356
ENSG00000234173,0.09282711073714082,0.89799043396569
ENSG00000176746,0.932117407707486,0.6092384377175264
ENSG00000225751,0.3174552118173665,0.39471509817908534
ENSG00000071082,0.0014029497419475298,0.002199867898914848
ENSG00000169903,0.45532467968627355,0.7339478030454074
ENSG00000269416,0.02261762960118655,1.0450486968292498e-05
ENSG00000166333,3.609152426717374e-05,4.6938059499348973e-05
ENSG00000172458,0.3800931517249032,0.0501091218047241
ENSG00000121377,0.4702809127642036,0.004956154376955953
ENSG00000197125,0.23245670969378635,0.5179088868380257
ENSG00000084734,0.6614575051103075,0.04435792589498577
ENSG00000174405,0.28298081101621936,0.45301751865193973
ENSG00000182584,0.6793397799423173,0.2230780718105907
ENSG00000205133,0.09261084247832943,0.4715098242643112
ENSG00000006607,0.5358144957774382,0.20148000937477414
ENSG00000007080,0.3061507957662959,0.8032369604468765
ENSG00000115944,0.24006542782404183,0.012117543863062238
ENSG00000213047,0.025134961953711444,1.268198967365832e-05
ENSG00000171700,0.9664951927834825,0.34292747516130384
ENSG00000166454,0.5182254628584895,0.9437785045957015
ENSG00000054116,0.46685708743354537,0.8402928834075113
ENSG00000104331,0.005991614417700904,1.5179560279934862e-07
ENSG00000198298,0.01066345325546804,0.44941189420745153
ENSG00000172179,0.09475964563976728,0.03946980528904515
ENSG00000146083,0.9920476130085146,0.5435259001003676
ENSG00000162337,0.3432525360941965,0.3720948056115362
ENSG00000091490,0.003611131054339913,3.8936924940512836e-08
ENSG00000235954,0.0013183094335161994,0.028868518640627915
ENSG00000167798,0.2044013268589058,0.005499628068022296
ENSG00000179295,0.0004021633753380542,3.989152054696336e-06
ENSG00000107404,0.15325913260197552,0.005688854231888791
ENSG00000145041,0.8654257535545247,0.8147200345067134
ENSG00000112992,0.0035315076190202527,0.0007347728379564293
ENSG00000221866,0.17261559904033003,0.12953052714668908
ENSG00000168411,1.1525293507208889e-07,1.3220473660282006e-05
ENSG00000064652,0.1551979786332304,0.006397724237203946
ENSG00000260879,0.6939108648263896,0.07966263432976341
ENSG00000140943,5.760263224805988e-06,1.203135674423e-05
ENSG00000197540,0.08366969872607899,0.023267837709266145
ENSG00000188906,0.013053763284227327,0.003972739602213725
ENSG00000228592,0.9441814205278993,0.8734529352315544
ENSG00000124789,0.0025905008391917915,1.347088566457757e-08
ENSG00000186001,5.831409444868978e-06,1.5853774731425713e-08
ENSG00000162458,0.14154639424666596,0.32850723918223335
ENSG00000169174,0.5291399056166284,0.4123526713778567
ENSG00000181092,0.7490834175955532,0.0631839779920492
ENSG00000164405,0.9582838102275737,0.8720267950029671
ENSG00000143379,0.5637039676235025,0.6240202094471452
ENSG00000135999,0.8245033232144192,0.04190442190738822
ENSG00000144034,0.08995785354566506,0.0011453713673848847
ENSG00000224586,0.8033502553224752,0.06506261468373505
ENSG00000126249,0.03209562686701681,0.12377523359676765
ENSG00000087088,0.23873504064105422,0.31694043003219413
ENSG00000118785,0.004086518027551194,0.26929582426952414
ENSG00000177614,0.023205407144014308,0.031843341593561544
ENSG00000074855,0.4102467667415779,0.541862579853424
ENSG00000233334,0.11884215853807345,0.10538623691455475
ENSG00000240871,0.9707276151040329,0.5173012840122753
ENSG00000110446,0.0748411432850993,0.004954846939481247
ENSG00000259831,0.4811289518541978,0.4088709502518927
ENSG00000059377,0.0006328142373008309,9.463880775537101e-05
ENSG00000100814,0.05334950114007765,0.946996664635816
ENSG00000179958,0.02048565932267773,1.2821120161321494e-05
ENSG00000158411,0.2926456438828842,0.23085511803884753
ENSG00000198382,0.0002881597111095655,0.0015885969739085756
ENSG00000130943,0.6583772649707271,0.012221693454278565
ENSG00000225383,0.03557536684442274,0.6009733621392939
ENSG00000100243,1.1738610693992609e-05,0.00016660788639932648
ENSG00000179387,0.5073515100770706,0.25627084046429455
ENSG00000170619,0.3368611703262214,0.2312040490027292
ENSG00000116128,0.9442447860101641,0.6662365083577774
ENSG00000175336,0.9231286526718285,0.0814368122953115
ENSG00000081377,0.11947941319626854,0.00038342332510628806
ENSG00000171903,0.6283254155872515,0.032397584206538245
ENSG00000125999,0.12997906934003334,0.05932171109326404
ENSG00000137496,0.0007424046101244698,0.001525324461014569
ENSG00000161542,0.0330009943810908,0.09006654239309092
ENSG00000148814,0.24732384846925937,0.040867332908465864
ENSG00000204099,0.3513143385382158,0.015333192080940385
ENSG00000103534,5.727517511486888e-05,8.181955032962841e-07
ENSG00000260392,0.018331248811422517,0.5041821285077698
ENSG00000141127,1.1278021918616541e-13,2.690044482014155e-06
ENSG00000127946,0.9402385812905549,0.0014440307830214036
ENSG00000106617,6.780017810843286e-09,3.6552288996109636e-11
ENSG00000145244,0.03708029137056945,0.016851093412173623
ENSG00000197459,3.1714527560067776e-05,5.712622853749545e-09
ENSG00000167614,0.5554458608523598,0.14220511659331248
ENSG00000166959,0.02559942970666815,0.6486710365755237
ENSG00000128040,2.0108562695611697e-07,1.217859237775279e-08
ENSG00000145536,0.445800546887433,0.009094156231643507
ENSG00000178750,0.1270277750072606,0.8264266595856249
ENSG00000168906,0.5840164352894079,0.14053319713677712
ENSG00000186204,0.3198432838929162,0.01794422490039244
ENSG00000090372,0.6098833052910766,0.26223759736385827
ENSG00000171453,0.2624006381801959,0.9216225202054146
ENSG00000235501,0.1675291210087468,0.07020820373785601
ENSG00000136867,0.47757833682381456,0.5065070328218103
ENSG00000163618,3.0792706151275265e-11,7.770305122447956e-14
ENSG00000089127,2.644391332419214e-07,5.081913309823386e-05
ENSG00000262468,0.003243635001259537,0.22196710171297576
ENSG00000164091,0.520441781171991,0.40113722714485744
ENSG00000182208,0.1594398640521608,0.38865853677924
ENSG00000138814,0.0011080583075572606,2.3718210251969676e-06
ENSG00000174744,0.41252883849599564,0.04988559909856085
ENSG00000131127,4.517967138933344e-06,4.561202160081289e-08
ENSG00000171174,0.37117767506650723,0.10915232200949442
ENSG00000173702,0.16571535344199484,0.0791167200043946
ENSG00000261710,0.3459422436894891,0.04153840779066416
ENSG00000174173,0.6704093799718909,0.2935318281434509
ENSG00000166793,0.6957048178285243,0.06165225340041755
ENSG00000145907,0.003126410202972045,3.6252068819528585e-05
ENSG00000089248,0.0010550179501942704,5.542295138236174e-05
ENSG00000115041,0.537042828491007,0.16484593262497063
ENSG00000187098,0.8500971403277388,0.5167543640178529
ENSG00000112658,0.012068452010478481,0.12043372423164476
ENSG00000159958,0.226984178712755,0.013833472567666828
ENSG00000106701,0.2483442200766,0.06363356521766982
ENSG00000205593,0.013159814956392107,0.028206116694355837
ENSG00000176204,0.3221623872259288,0.05944376027147012
ENSG00000262873,0.09404443071242635,0.06170675436036759
ENSG00000171295,0.5916178169316955,0.6232289295426328
ENSG00000177548,0.4440386336627564,0.011475562468621468
ENSG00000142945,2.326417124764382e-16,2.9795697761544197e-09
ENSG00000134247,0.7617614499126535,0.009902593340431528
ENSG00000151092,0.5793597643624081,0.18931004386072897
ENSG00000085999,2.7024279913596972e-08,5.768374227374001e-13
ENSG00000125815,0.3713369375984138,0.07783559504657464
ENSG00000107864,0.8791074693332667,0.02673397468808669
ENSG00000150048,0.07524152361447718,0.1337311222721866
ENSG00000261260,0.22007254721085215,0.3347343339770281
ENSG00000079819,0.14768809884875791,0.1993035356948033
ENSG00000246877,0.5721325807242454,0.39334624569231946
ENSG00000134539,0.06655073833006812,0.04839927552932006
ENSG00000164744,0.08998119385397536,0.06473482697040595
ENSG00000144331,0.000576117884966687,6.669478278114757e-05
ENSG00000163702,0.34829342500722327,0.022020934091239456
ENSG00000092853,3.2872346162186603e-15,2.1461844340227724e-12
ENSG00000138085,0.005157334141344788,0.005102759909563006
ENSG00000149792,0.90846384453973,0.22217495267729254
ENSG00000163131,0.00037099582425696747,1.1747712898546258e-07
ENSG00000177098,0.1632923828634658,0.46604409558738014
ENSG00000186417,0.7826904571502177,0.03256306484086926
ENSG00000131653,0.3742162859398612,0.8171237126778442
ENSG00000176046,0.3558647976894297,0.04160625214799027
ENSG00000010030,0.2269788177969783,0.0005977941184255178
ENSG00000124818,0.37572534137436764,0.17634402681786085
ENSG00000133997,0.17660653937926438,0.2030289012765212
ENSG00000144452,0.47397899950047195,0.024086496638852
ENSG00000167548,0.2893062889406419,0.44345668818914763
ENSG00000164294,0.16685775264769925,0.024801577408868878
ENSG00000172613,0.0041451823576576854,5.765013566493247e-06
ENSG00000112742,4.453856496356579e-16,5.479774363903194e-12
ENSG00000177340,0.3972373577006244,0.5456280955099082
ENSG00000102245,0.10140197631846956,0.20344736732737695
ENSG00000260629,0.8847746651432069,0.23189811420556894
ENSG00000174957,0.015602102259537695,0.7024499443848458
ENSG00000241258,0.4112538618170287,0.23380979496354476
ENSG00000170906,0.32360239545114045,0.35058719257868365
ENSG00000128656,0.8780025633356707,0.6789009385880715
ENSG00000135457,0.017171355487148984,0.019152798857015405
ENSG00000031698,0.9217420987703084,0.04063447680806925
ENSG00000173905,0.28745602402773535,0.142770170252189
ENSG00000127993,0.024246862311040465,1.6340650302265758e-05
ENSG00000157827,0.009676928135294713,0.9980170245614202
ENSG00000135749,0.9946367209767413,0.7340585228287194
ENSG00000204386,2.442845699317474e-06,1.4383794613456768e-05
ENSG00000197798,0.9151982998909161,0.6070186763700707
ENSG00000097033,0.11893587728818082,0.11893664738468682
ENSG00000147246,0.2660603611160301,0.11891363848742798
ENSG00000080493,0.3503623945862775,0.0033649946807773313
ENSG00000137404,0.04510588548673617,0.00141756741148797
ENSG00000069248,0.44838165467619195,0.744578051497407
ENSG00000234707,0.3608209145956758,0.10353018012682393
ENSG00000248666,0.23646327931265002,0.14661252049205525
ENSG00000173334,0.001530447431096859,0.0006450499335951996
ENSG00000180871,0.21906950015310403,0.19136070292420776
ENSG00000167098,0.48050550211138177,0.3175961204748022
ENSG00000099377,0.16091289638008516,0.48945714037984056
ENSG00000121653,0.0981330544834983,0.30016213183325785
ENSG00000268466,0.9650153001426636,0.057047292940105084
ENSG00000166046,0.8968034333059376,0.2501380582782686
ENSG00000256969,0.9465443866333115,0.00016261867788206006
ENSG00000134452,0.0002701977087205983,0.04607918974905083
ENSG00000170456,0.00202519774036277,0.15546609137005854
ENSG00000259968,0.611345454523522,0.011837656283501165
ENSG00000106333,0.39603803311586827,0.0021713492010176877
ENSG00000123610,0.37389407691088916,0.8560069844933447
ENSG00000079332,0.3125309034302204,0.7823728454112457
ENSG00000188206,0.8275126177782521,0.11041376191131261
ENSG00000169045,0.8252976328320547,0.007754351178839087
ENSG00000124089,0.5285390229672728,0.04287946869878379
ENSG00000162613,0.2904029289994357,0.5201325316128393
ENSG00000177182,0.7772926160410095,0.020109054566377
ENSG00000234828,0.20309441799854694,0.04478042933822341
ENSG00000161958,0.01564249354971085,0.2442715639861187
ENSG00000066654,0.6061910379491087,0.14062242064786654
ENSG00000102908,0.0015190776175746806,1.2987913299241038e-08
ENSG00000255346,0.1336948549148325,0.0482344335610337
ENSG00000174799,9.012919866221576e-06,2.6023826360408014e-05
ENSG00000180592,0.8344927837015608,0.5912107804250646
ENSG00000125457,0.5550654096392333,0.14495328404524144
ENSG00000152208,0.10184927658739616,0.3374149776882647
ENSG00000135299,0.0018251543065549354,0.11009818538492247
ENSG00000103381,0.2727536826414062,0.35004450503785234
ENSG00000196296,0.22969968232266502,0.16433212266870334
ENSG00000119950,5.945845212330845e-08,2.1312126581751532e-05
ENSG00000228824,0.8433985057706381,0.009353332394064806
ENSG00000107798,0.06118631116210783,0.0030383207619832553
ENSG00000167461,0.032484478676264354,0.2574407862815997
ENSG00000213002,0.002384698230022932,1.9514039181361018e-06
ENSG00000261184,0.25685245224617265,0.5066092292037896
ENSG00000170871,0.9774873783231102,0.3550565740828231
ENSG00000168795,0.2953068043259667,0.6302263190243902
ENSG00000111653,0.48384725502408543,0.10252613862425693
ENSG00000235096,0.36545775178001383,0.8627574832368822
ENSG00000254349,0.5079176048319927,0.19129149183203825
ENSG00000260142,0.22327027004119038,0.7810700669484457
ENSG00000070785,0.7433409317356405,0.13526940445536875
ENSG00000157911,0.8687740366905348,0.03543286680178032
ENSG00000203878,0.7404821038948552,0.21933022312132075
ENSG00000215704,0.14118923741429867,0.15408555436124824
ENSG00000081248,0.6142729967795294,0.38472000199453105
ENSG00000221829,0.33913616869065866,0.002004069336569114
ENSG00000167182,0.03458258604093877,0.8638425891823245
ENSG00000127125,0.001949928206451071,0.02549458565379172
ENSG00000154957,0.07260975085033182,0.3058181507348842
ENSG00000114902,7.812656172616092e-05,9.210307782036989e-09
ENSG00000091164,0.6569094501428303,0.5075894550682237
ENSG00000181045,0.3771560823188461,0.1379361383549421
ENSG00000115457,0.12701978137070316,0.13663309307178909
ENSG00000078814,0.6038300243981463,0.018567289711195572
ENSG00000071127,6.156069703230985e-10,4.317847237243198e-08
ENSG00000114331,0.00023751297196700975,9.279571867060021e-08
ENSG00000128298,0.5054947356397295,0.30906903126024354
ENSG00000147459,0.1592204919057685,0.10806474027864671
ENSG00000197614,0.2930538142317085,0.11857502241700045
ENSG00000137090,0.20512448900122127,0.0619185671900915
ENSG00000138382,0.13998038959564146,0.8140012888852145
ENSG00000197043,1.2760438881253877e-09,2.5167406271672795e-08
ENSG00000146701,0.003524937288492971,0.2177451209459813
ENSG00000188419,0.3559202454465267,0.05687386291323602
ENSG00000169258,0.26732973020332407,0.35864001363075737
ENSG00000163870,0.5393747806063527,0.9082012504786121
ENSG00000150456,0.4277226046013727,0.021487983031388245
ENSG00000137338,0.5414283006482472,0.007846849714691254
ENSG00000215546,0.8443911332500877,0.41423334324717365
ENSG00000156709,0.00017685800120578136,0.011403278085404965
ENSG00000003400,3.8326987632925004e-11,8.882824378186779e-11
ENSG00000211829,0.02946499005037544,2.481837353213363e-05
ENSG00000159708,0.026474928952129,0.23439741916203405
ENSG00000165501,8.451228018868597e-08,1.9281221730257097e-09
ENSG00000144791,5.283967594371011e-10,1.4178518218812704e-10
ENSG00000226009,0.002998215989183933,0.0007628379628025662
ENSG00000259213,0.5822732388788786,0.06994922153300004
ENSG00000150750,0.4409251651435716,0.0475458847942602
ENSG00000179342,0.7759568078990617,0.44147364966936153
ENSG00000185133,0.2083612023749521,0.22514893193024482
ENSG00000267350,0.10778279027414074,0.002753564296828729
ENSG00000171045,0.4160090166612206,0.00012741723240451325
ENSG00000182752,0.060284178433920504,0.00047583970484457266
ENSG00000205301,0.70473635574494,0.1334870262146438
ENSG00000101542,0.05103647664551289,0.07231066777761436
ENSG00000134376,0.018750050381651603,0.005103265074427593
ENSG00000173389,0.8716624899170735,0.8804613097328717
ENSG00000118298,0.2449603988223821,0.07747396026517035
ENSG00000185825,0.22002722501572358,3.09395718876439e-06
ENSG00000079950,2.1476853213885075e-05,1.0875808096970669e-08
ENSG00000107614,0.5444571834417047,0.3145026283726908
ENSG00000196793,0.7954722181678724,0.7032262579403277
ENSG00000120656,0.001073320418501867,0.08725779746026549
ENSG00000023287,0.7964682922375035,0.8674469142813863
ENSG00000168621,0.22644496557029098,0.027206062705630096
ENSG00000110243,0.14169344929565503,0.0049878326173921645
ENSG00000211663,1.4332093090009572e-09,1.9779113936046992e-06
ENSG00000143297,1.8722709675758208e-08,7.70799151741478e-07
ENSG00000184828,0.30196786230002864,0.0026927677304999995
ENSG00000130748,0.8311767341333648,0.7778506967588917
ENSG00000160953,3.9699432362273695e-06,0.00011541556919374469
ENSG00000172460,0.6220138663975101,0.2260237751149782
ENSG00000122042,8.257675236839096e-06,2.4064585033400313e-06
ENSG00000112200,0.06367584823759442,0.4376882105265639
ENSG00000164615,0.02841606143887407,0.24436677040841293
ENSG00000172752,0.6917942847172103,0.07149921020033528
ENSG00000227135,0.7409494879800326,0.4331276878725768
ENSG00000103047,0.006488025151568943,0.30660442609093036
ENSG00000130177,0.11586356669077227,0.0037151197078392957
ENSG00000162910,0.03107943906671343,0.0023956443993899696
ENSG00000116996,0.3149462242091221,0.13652379406869755
ENSG00000163389,0.004180922051664915,0.010193039092527216
ENSG00000088298,6.805046536435912e-06,1.2249019175179292e-08
ENSG00000025039,0.00012577846376242988,0.0051611308439234406
ENSG00000254967,0.07252899354859922,0.5862068379555769
ENSG00000233544,0.5044598098045425,0.4792659456733722
ENSG00000163002,0.8354655248642304,0.024712612615112543
ENSG00000215467,0.010305618542912572,0.011136479046655049
ENSG00000117090,1.1154546431613114e-07,5.2163184128806125e-06
ENSG00000127743,0.8664956274465501,0.07280129720337931
ENSG00000146904,0.171164035664063,0.0012475940204920686
ENSG00000185917,0.6168099034934729,0.08420743730501794
ENSG00000188095,0.93910779333451,0.05063957036995203
ENSG00000158050,0.515402724345686,0.8678598814464412
ENSG00000078177,0.2969497847869069,0.3103111044356964
ENSG00000165704,0.0001243989255797681,2.3703388301319384e-07
ENSG00000204136,0.6309575569472627,0.7051696038635785
ENSG00000197548,0.003337277133864027,0.0045211603533222
ENSG00000143952,0.2837217262676919,0.6907514695818289
ENSG00000168703,0.550078186707593,0.4102601306431768
ENSG00000186009,0.30848343599923134,0.021041149511952795
ENSG00000223823,0.7011382956084466,0.011918145198690522
ENSG00000163794,0.2565241669847794,0.19828746799519337
ENSG00000140382,0.271681175637435,0.21326384728627215
ENSG00000101745,2.198487072139372e-05,4.940101632429304e-09
ENSG00000152910,0.14781041057776836,0.3143951039332153
ENSG00000134202,0.023193421215892,0.016082628320316678
ENSG00000126822,0.582675692797276,0.23684989476445276
ENSG00000090861,0.1538883219681591,0.0005773126921759618
ENSG00000261213,0.9273770716274385,0.3513521001853315
ENSG00000227671,0.029154816240221645,0.03368026631686565
ENSG00000168824,0.6890499733989134,0.08814188055524987
ENSG00000058085,0.12400818882939316,0.065668787136685
ENSG00000153002,0.47240987843535565,0.6871160629521842
ENSG00000164707,0.035254508812190666,0.7808978594426598
ENSG00000170500,0.4816136223657942,0.5814375907027182
ENSG00000129250,0.6983177261504293,0.7320652139718999
ENSG00000135049,0.19356490783627964,0.008081783261283936
ENSG00000070814,0.33589759022022947,0.14024326653815358
ENSG00000125207,0.32788126682363294,0.00776402144789728
ENSG00000127585,0.9163323360123015,0.0019795970613580333
ENSG00000234007,0.960587473906235,0.23524892602587377
ENSG00000148411,0.5098629011122826,0.06566862460124115
ENSG00000116701,0.18430009228826294,0.3974074289320846
ENSG00000166598,1.5981724391818394e-09,6.742979017707714e-11
ENSG00000213139,0.1421146092234178,0.7310491012476326
ENSG00000108592,0.2615424411629115,0.8833184744666281
ENSG00000087338,0.0006949960165589927,0.0030060985527762814
ENSG00000006128,0.8646828768119668,0.3015258594664381
ENSG00000247595,0.41730325483028063,0.9970419914369908
ENSG00000256269,0.1151169839358709,0.221709353285668
ENSG00000237753,0.5623498765666926,0.05880272746081301
ENSG00000123297,0.005087458290950823,0.0010665827544627908
ENSG00000176390,0.06213394653532737,0.01024923857647969
ENSG00000176009,0.020769268790020407,0.5960416429684727
ENSG00000164828,3.2687859402284996e-06,0.4022723072222485
ENSG00000228392,0.7413957942927731,0.2611684314253722
ENSG00000130382,0.9102360675795964,0.001717075179637927
ENSG00000096654,0.33561256171872533,0.08320107842431289
ENSG00000179008,0.45005343506319306,0.6772218338760422
ENSG00000172955,0.016584763860519915,0.38784092813439786
ENSG00000260963,0.02010929618630535,0.035424305387491146
ENSG00000174099,0.4306118849860565,0.012455899718501456
ENSG00000269352,0.4985512825330479,0.007987927533276403
ENSG00000107669,0.12617165477263617,0.07629802578091864
ENSG00000261055,0.8144549853922736,0.056936633769973787
ENSG00000105954,0.3083734931578897,0.026321450181936105
ENSG00000197461,0.061386934285368094,1.6128730833666453e-06
ENSG00000149295,0.2516717054309394,0.08849455358247345
ENSG00000048740,1.3015561352113523e-14,4.6837771838847174e-14
ENSG00000116251,0.09360994793999858,0.664051479898121
ENSG00000175467,0.6477423398736556,0.9011237702768873
ENSG00000155254,0.34743759161246823,0.04358398397301407
ENSG00000166961,0.019682411839947147,0.23772017255330158
ENSG00000196417,0.06036992839099489,0.04709679428749368
ENSG00000198795,0.1170223472964593,0.015155317918886505
ENSG00000115207,0.007734727048402352,0.9688543887145713
ENSG00000108953,0.005022258919938075,3.038399811381326e-06
ENSG00000138411,0.042206520085744735,0.5018680287922384
ENSG00000259673,0.0036881943778327166,0.00347789382433619
ENSG00000165917,0.39787957614351344,0.8742277796843546
ENSG00000177414,0.2924418940482516,0.4633918603526508
ENSG00000105383,0.8727491500498556,0.06212024833266163
ENSG00000245059,0.34127930318989486,0.7964316396093384
ENSG00000233878,0.4360971155807578,0.023407506903226422
ENSG00000144820,0.30783683858017297,0.002950028043898314
ENSG00000235217,0.9344540026189793,0.3176810922102047
ENSG00000197182,0.6736445796638714,0.03921025891967833
ENSG00000139174,8.578859801647625e-10,1.3644250730476648e-10
ENSG00000101958,0.6338805512332628,0.17582127583794024
ENSG00000177706,0.6736503611430666,0.05817555716854576
ENSG00000226711,0.3087307210060559,0.8137092592691573
ENSG00000112245,0.5368952193314049,0.2947748056199023
ENSG00000158545,0.7459469934002929,0.08705077341205315
ENSG00000104957,0.7463705863962145,0.0033669453585875946
ENSG00000170419,0.9461085207722149,0.21155799171539832
ENSG00000100906,0.08837654598797455,0.00016052687081986384
ENSG00000268713,0.12170997334460125,0.9619443273952323
ENSG00000160050,3.1921849392817135e-08,0.0023423986377451634
ENSG00000141542,0.0019704689548285495,1.2492727044938854e-06
ENSG00000220758,0.3474182439084432,0.13566613065018462
ENSG00000164099,0.2710078887142211,0.0038251690754662372
ENSG00000173418,0.5382915653801501,0.008307401746234499
ENSG00000100335,0.5273286055188258,0.07822864284963825
ENSG00000162384,0.4022858870579217,0.018110159646716247
ENSG00000170703,0.4262955254541604,0.005707350289503527
ENSG00000101000,0.3205074146796776,0.001057764038399372
ENSG00000147614,0.11156145879414332,0.039993943636398785
ENSG00000267100,0.2802053503239181,0.12269593448003596
ENSG00000060656,0.2500979569699773,0.055507816982473625
ENSG00000089250,0.3711120957985694,0.007437964161035109
